user_id,age,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,mental_health_score,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day,gender_Male,gender_Other,location_type_Suburban,location_type_Urban,uses_wellness_apps_1,eats_healthy_1,event_time
user_1,51,-0.620987781868951,0.2596897060569381,-0.7015636993487331,1.226879440724829,0.1004419334469869,1.8186439915547383,-0.0091859747600245,-1.1866471428966832,0.4702127208452689,0.0518879421805525,6,0.1410787844267229,1.5454023818984537,-1.266536072787399,-1.0061662146839567,-0.4683813542038402,0.5164821437740702,0.818100178023369,-0.9203258459162188,False,False,False,True,True,True,2024-01-01 08:00:00
user_2,64,-1.0770003501473904,0.3287010549958002,-0.2004109746193001,-0.1941772458100927,0.5176462260616769,0.583152149465922,0.9766259507060197,-1.1866471428966832,0.2465681449378877,-1.69294277966351,7,-0.2038571188170986,0.1589249729955009,0.6434946592715985,1.4450474750931113,0.0474999784157647,1.512110372736133,1.3138183226547782,-0.5796536838150829,True,False,True,False,False,True,2024-01-01 08:03:00
user_3,41,2.2670918172278327,-0.637457830148269,0.6014333849477927,-0.6001934419629275,0.7262483723690221,0.8479004013420969,0.7077681528516436,1.3203253878422123,0.4702127208452689,0.4673238283339009,9,-0.2038571188170986,-0.1876943792302372,0.006817748585266,-1.5762159099809494,0.8151805329092243,-0.4791460851879926,-1.1647724005022675,-0.5251461378789011,False,True,True,False,False,False,2024-01-01 08:06:00
user_4,27,1.4057347438130028,-2.086696157864373,-2.004560783645259,-0.6001934419629275,1.0391515918300394,1.1126486532182718,-0.3676630385658587,-0.9440368979864676,-0.9834770225527092,-1.1944197162794925,9,1.5208223974020094,-0.1876943792302372,-1.6379309373544266,-1.5762159099809494,-1.5247097971868406,-0.4791460851879926,-1.3300117820460706,-0.8113107540438553,False,True,False,False,False,True,2024-01-01 08:09:00
user_5,55,-0.0636390873064135,-0.9135032259037176,-0.9020247892405062,1.0238713426484112,0.1004419334469869,-0.8288385272070116,1.4247222804633122,-1.3483873061701603,-0.5361878707379466,0.7165853600259106,2,0.8309505909143662,0.5055443252212392,-0.046238660638595,0.8179928102664195,1.4211363839227282,-0.3132080470276488,-0.0080967296956462,-1.4654013052780364,True,False,False,True,True,True,2024-01-01 08:12:00
user_6,20,1.96308343837554,0.1216670081792141,0.7016639298936794,0.4148470484191591,1.8735601770594192,-0.3875914407467199,0.4389103549972681,0.6733647347483038,1.8120801762895564,-0.4466351212034651,3,1.5208223974020094,-1.227552435907452,0.112930567032988,1.2740325665040135,-0.9269425387546,1.1802342964154453,0.983339559567172,0.101690640387189,False,False,True,False,True,False,2024-01-01 08:15:00
user_7,33,-0.1143071504484626,0.6737577996901107,1.2028166546231125,1.83590373495408,-0.2124612860140306,-1.0053373617911283,-0.2780437726144003,1.805545877662644,0.134745856984197,-0.5297222984341345,4,-1.583600731792385,1.1987830296727155,1.9699048898681248,-0.2651016107978665,0.3013463484349354,-0.6450841233483364,-0.9995330189584646,-0.3888772730384466,True,False,False,True,False,False,2024-01-01 08:18:00
user_8,51,0.696381859824319,-0.0853670386373723,1.002355564731339,-0.1941772458100927,1.977861250213092,-0.7405891099149534,0.1700525571428926,1.239455306205474,-0.8716547345990185,-1.028245361818153,6,0.8309505909143662,-1.227552435907452,0.2190433854807102,-1.5192109404512502,-0.0200559103796599,-0.147270008867305,-0.3385754927832524,-0.865818299980037,False,False,False,True,False,True,2024-01-01 08:21:00
user_9,31,-0.0129710241643648,-0.499435132270545,0.9021250197854525,0.8208632445719937,-1.1511709443970837,-0.4758408580387783,0.080433291191434,2.452506530756553,-0.2007210068768746,0.4673238283339009,5,0.4860146876705445,1.1987830296727155,-1.6379309373544266,-0.8351513060948591,-0.7856893167278035,-1.6407123523103992,-1.6604905451336769,1.4234986293395964,False,False,True,False,True,False,2024-01-01 08:24:00
user_10,35,0.3923734809720257,2.3300301742228013,0.1002806602183597,0.8208632445719937,-1.0468698712434108,-0.7405891099149534,0.1700525571428926,2.533376612393291,-0.6480101586916374,0.4673238283339009,6,-1.583600731792385,-0.5343137314559755,0.2190433854807102,-0.1510916717384679,1.202091532373928,-1.1428982378293675,-0.3385754927832524,-0.3616235000703559,True,False,False,True,True,False,2024-01-01 08:27:00
user_11,23,0.2910373546879279,-0.4304237833316828,-1.002255334186393,0.6178551464955766,-0.9425687980897384,0.2301544802976882,-0.1884245066629416,-0.9440368979864676,0.9175018726600316,-0.4466351212034651,8,1.175886494158188,1.5454023818984537,0.112930567032988,-1.2911910623324532,-0.7734064278559082,1.512110372736133,-1.1647724005022675,-0.0345782244532653,False,False,True,False,False,True,2024-01-01 08:30:00
user_12,23,-0.4183155293007554,0.6047464507512486,-0.2004109746193001,-0.6001934419629275,1.0391515918300394,0.4066533148818051,0.3492910890458095,-0.2970762448925588,-0.7598324466453279,1.796718664024615,2,-0.5487930220609203,1.5454023818984537,0.5904382500477376,1.3310375360337128,1.4907394208634688,-1.1428982378293675,0.818100178023369,0.7694080781054153,True,False,True,False,False,True,2024-01-01 08:33:00
user_13,36,1.1017263649607092,-1.396582668475752,-2.004560783645259,0.4148470484191591,-0.8382677249360658,-1.4465844482514203,0.7973874188031023,-1.590997551080376,-0.0888987189231841,-0.0311992350501168,6,0.4860146876705445,0.1589249729955009,2.765751028226041,0.5329679626179231,0.7230588663700092,0.5164821437740702,0.652860796479566,-1.4654013052780364,True,False,False,True,False,False,2024-01-01 08:36:00
user_14,48,0.696381859824319,-1.1205372727203038,1.3030471995689985,0.0088308522663245,1.560656957598402,-0.3875914407467199,0.4389103549972681,-1.1866471428966832,-0.8716547345990185,-0.0311992350501168,9,-0.8937289253047419,-1.57417178813319,-0.6298591621010667,-0.8351513060948591,-0.7283691686589585,-0.976960199669024,-0.1733361112394493,-0.1299664298415833,False,False,False,True,False,False,2024-01-01 08:39:00
user_15,52,1.0510583018186606,0.6737577996901107,-0.8017942442946198,-0.1941772458100927,-0.5253645054750482,-0.3875914407467199,0.4389103549972681,1.1585852245687354,2.371191616058009,0.0518879421805525,5,0.8309505909143662,-0.1876943792302372,-0.7359719805487888,0.0199232368506298,-1.1869303532097184,-0.976960199669024,-0.9995330189584646,0.7557811916213701,True,False,False,True,False,True,2024-01-01 08:42:00
user_16,36,0.2910373546879279,1.087825893323283,-0.50110260945696,-0.8032015400393447,0.4133451529080042,-1.6230832828355368,-0.0988052407114832,0.3498844082013496,0.5820350087989596,-0.695896652895474,1,-0.5487930220609203,0.1589249729955009,0.4312690223761544,-0.4361165193869642,1.1304413472878718,1.3461723345757892,0.818100178023369,-0.1981008622618104,False,False,False,False,False,True,2024-01-01 08:45:00
user_17,15,-0.9249961607212438,-0.4304237833316828,1.1025861096772256,-2.021250128497849,0.6219472992153494,-0.8288385272070116,-0.9949979002260688,1.5629356327524286,0.5820350087989596,-1.028245361818153,8,-1.2386648285485635,1.1987830296727155,1.916848480644264,-1.6332208795106486,-1.1296102051408732,1.6780484108964768,-0.8342936374146616,-1.4654013052780364,True,False,False,True,True,True,2024-01-01 08:48:00
user_18,34,1.7097431226652955,-1.9486734599866489,-1.6036386038617123,1.226879440724829,-1.0468698712434108,0.8479004013420969,-1.263855698080444,-0.863166816349729,0.6938572967526502,-0.3635479439727958,4,-1.2386648285485635,1.1987830296727155,0.6434946592715985,-1.234186092802754,-0.0978475399016635,-0.976960199669024,0.818100178023369,-0.6341612297512647,False,True,False,True,True,True,2024-01-01 08:51:00
user_19,14,-0.266311339874609,-0.2233897365150963,-1.202716424078166,0.4148470484191591,-1.4640741638581007,0.8479004013420969,-0.726140102371693,-0.5396864898027746,-0.5361878707379466,0.6334981827952404,8,0.8309505909143662,1.1987830296727155,-0.4176335252056225,-0.2080966412681672,0.7517189404044318,0.0186680292930387,-1.1647724005022675,0.101690640387189,True,False,True,False,False,True,2024-01-01 08:54:00
user_20,36,0.341705417829977,0.1906783571180759,0.3007417501101326,-1.4122258342685967,0.3090440797543319,-1.7995821174196536,-0.4572823045173173,0.6733647347483038,1.5884356003821754,-1.8591171341248496,4,0.8309505909143662,-0.8809330836817136,1.014889523838626,0.8179928102664195,0.5142497555477877,-1.474774314150055,1.6442970857423842,-1.4654013052780364,False,False,False,False,True,True,2024-01-01 08:57:00
user_21,56,0.6457137966822699,0.0526556592403519,0.5012028400019061,0.8208632445719937,-0.3167623591677032,0.4949027321738635,1.7831993442691465,1.1585852245687354,-0.2007210068768746,-1.5267684252021707,8,-1.583600731792385,-0.5343137314559755,1.8637920714204024,1.3310375360337128,-0.1674505768424039,0.682420181934414,0.652860796479566,-1.4654013052780364,False,False,False,False,True,False,2024-01-01 09:00:00
